id,station_name,,longitude,latitude,elevation,code,abbreviation,yyyy,mm,dd,obs
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,4,23,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,4,24,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,4,25,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,4,26,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,4,27,7
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,4,28,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,4,29,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,4,30,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,1,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,2,3.1
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,3,20.3
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,4,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,5,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,6,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,7,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,8,40.1
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,9,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,10,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,11,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,12,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,13,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,14,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,15,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,16,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,17,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,18,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,19,5
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,20,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,21,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,22,4
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,23,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,24,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,25,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,26,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,27,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,28,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,29,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,30,12
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,5,31,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,1,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,2,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,3,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,4,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,5,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,6,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,7,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,8,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,9,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,10,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,11,3
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,12,8.4
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,13,0.8
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,14,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,15,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,16,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,17,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,18,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,19,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,20,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,21,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,22,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,23,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,24,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,25,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,26,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,27,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,28,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,29,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,6,30,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,1,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,2,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,3,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,4,14.2
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,5,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,6,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,7,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,8,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,9,50.8
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,10,12.7
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,11,5
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,12,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,13,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,14,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,15,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,16,4.6
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,17,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,18,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,19,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,20,8
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,21,30
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,22,17
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,23,22
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,24,2.5
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,25,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,26,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,27,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,28,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,29,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,30,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,7,31,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,1,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,2,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,3,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,4,17
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,5,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,6,1.8
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,7,1.3
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,8,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,9,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,10,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,11,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,12,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,13,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,14,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,15,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,16,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,17,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,18,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,19,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,20,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,21,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,22,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,23,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,24,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,25,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,26,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,27,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,28,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,29,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,30,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,8,31,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,9,1,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,9,2,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,9,3,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,9,4,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,9,5,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,9,6,0
01RT0062,CHANDRIKAWEWA,THUNKAMA,80.88,6.28,111,5,PRECIP,1989,9,7,0
